,genres,item_name,release_date,price,item_id,developer
4234,['Action'],USFIV: Shadaloo Horror Pack,2015,3.99,344172,Capcom
4235,['Action'],USFIV: Femme Fatale Horror Pack,2015,3.99,344174,Capcom
4236,['Action'],USFIV: Classic Horror Pack,2015,3.99,344173,Capcom
4237,['Action'],USFIV: Challengers Horror Pack 2,2015,3.99,344176,Capcom
4238,['Action'],USFIV: Challengers Horror Pack 1,2015,3.99,344175,Capcom
4239,"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore,2015,29.99,282050,"Rainbow Studios,THQ Nordic"
4240,['Action'],USFIV: 2014 Challengers Horror Pack,2015,3.99,344178,Capcom
4241,['Action'],USFIV: Arcade Challengers Horror Pack,2015,3.99,344177,Capcom
4242,"['Action', 'Indie']",Pink Hour,2015,0.0,409670,Studio Pixel
4243,['Action'],USFIV: Shoryuken Horror Pack,2015,3.99,344170,Capcom
4244,"['Casual', 'Simulation', 'Strategy']",Bridge!,2011,4.99,300160,Toxtronyx
4245,"['Action', 'Adventure']",Batman™: Arkham Knight - GCPD Lockdown,2015,1.99,401628,Rocksteady Studios
4246,"['Action', 'Adventure']",Batman™: Arkham Knight - Red Hood Story Pack,2015,1.99,313101,Rocksteady Studios
4247,"['Action', 'Adventure']",Batman™: Arkham Knight - Prototype Batmobile Skin,2015,1.99,350171,Rocksteady Sudios
4248,"['Action', 'Adventure']",Batman™: Arkham Knight - Crime Fighter Challenge Pack #2,2015,1.99,401623,Rocksteady Studios
4249,"['Action', 'Adventure']",Batman™: Arkham Knight - Crime Fighter Challenge Pack #3,2015,1.99,401624,Rocksteady Studios
4250,"['Action', 'Adventure']",Batman™: Arkham Knight - 1st Appearance Batman Skin,2015,0.99,356470,Rocksteady Studios
4251,"['Action', 'Adventure']",Batman™: Arkham Knight - Crime Fighter Challenge Pack #1,2015,1.99,401622,Rocksteady Studios
4252,"['Action', 'Adventure']",Batman™: Arkham Knight - 1970s Batman Themed Batmobile Skin,2015,0.99,405030,Rocksteady Studios
4253,"['Action', 'Adventure']",Batman™: Arkham Knight - 1989 Movie Batmobile Pack,2015,1.99,401621,Rocksteady Studios
4254,"['Action', 'Adventure']",Batman™: Arkham Knight - Bat-Family Skin Pack,2015,1.99,401620,Rocksteady Studios
4255,"['Action', 'Adventure']",Batman™: Arkham Knight - A Matter of Family,2015,6.99,313102,Rocksteady Studios
4256,"['Adventure', 'Indie']",Void And Meddler,2015,3.99,377970,"no CVT,BlackMuffin"
4257,"['Adventure', 'Indie']",Void & Meddler - Season Pass,2015,7.99,408260,"no CVT,BlackMuffin"
4258,"['Adventure', 'Casual']",Zoombinis,2015,9.99,397430,TERC
4259,"['Adventure', 'Indie']",Void & Meddler - Soundtrack Ep. 1,2015,8.99,383680,"no CVT,BlackMuffin"
4260,['Simulation'],Nameless ~the one thing you must recall~ OST,2013,9.99,415040,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4261,"['Action', 'Casual', 'Indie', 'Strategy']",Kaiju-A-GoGo: Quarterback Gordon Skin,2015,0.99,415221,Kerberos Productions Inc.
4262,"['Adventure', 'Indie']",Bulb Boy,2015,8.99,390290,Bulbware
4263,"['Adventure', 'Indie']",Infinite Space III: Sea of Stars,2015,9.99,269990,Digital Eel
4264,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution - Ridiculously Bloody Blood Pack",2015,1.99,378040,"Relic Entertainment,Feral Interactive (Mac/Linux)"
4265,"['Action', 'Indie']",Depth - Old Bones Hammerhead Skin,2015,5.99,413991,Digital Confectioners
4266,"['Adventure', 'Indie']",The Lost Crown: Soundtrack,2015,2.99,414010,Darkling Room
4267,"['Action', 'Indie']",Depth - Specimen 8 Great White Skin,2015,5.99,392860,Digital Confectioners
4268,"['Action', 'Casual', 'Indie', 'Simulation']",Death Tractor,2015,3.99,375040,Exato Game Studios
4269,"['Action', 'Indie']",Depth - Tigermaul Pack,2015,5.99,414100,Digital Confectioners
4270,"['Adventure', 'Indie']",Wait - Extended,2015,7.99,347730,rest.less Games
4271,"['Adventure', 'Indie']",Wait - Original Soundtrack,2015,3.99,414710,rest.less Games
4272,['Simulation'],Train Simulator: BR Blue Pack Loco Add-On,2015,19.99,325977,Dovetail Games
4273,"['Adventure', 'Indie']",The Last Crown: Midnight Horror,2015,4.99,291770,Darkling Room
4274,['Simulation'],Farming Simulator 15 - Official Expansion (GOLD),2015,14.99,374851,Giants Software
4275,"['Action', 'Indie', 'Early Access']",Indie Game Battle,2015,4.99,407620,Blob Games Studio
4276,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Rolemaster Classic: Dún Crú,2015,6.99,415560,"SmiteWorks USA, LLC"
4277,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Call of Cthulhu: Fatal Experiments,2015,9.99,415550,"SmiteWorks USA, LLC"
4278,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Call of Cthulhu: Canis Mysterium,2015,5.99,415540,"SmiteWorks USA, LLC"
4279,['Simulation'],Nameless ~the one thing you must recall~ Character Ending Songs,2013,7.99,415340,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4280,['Simulation'],Nameless will heal your heart ~Lance~,2013,9.99,414670,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4281,['Simulation'],Nameless will heal your heart ~Tei~,2013,9.99,414672,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4282,['Simulation'],Nameless will heal your heart ~Yeonho~,2013,9.99,414673,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4283,['Simulation'],Nameless will heal your heart ~Yuri~,2013,9.99,414675,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4284,['Simulation'],Nameless will heal your heart ~Yujin~,2013,9.99,414674,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4285,"['Action', 'Indie']",Depth - Thorntail Thresher Skin,2015,5.99,413990,Digital Confectioners
4286,['Simulation'],Nameless will heal your heart ~Red~,2013,9.99,414671,"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon"
4287,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",AppGameKit - Giant Asset Pack 1,2015,99.99,410530,The Game Creators
4288,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",AppGameKit - Giant Asset Pack 2,2015,19.99,410531,The Game Creators
4289,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",The Official AppGameKit Beginners Guide,2015,29.99,411010,"Digitial Skills,The Game Creators"
4290,"['Action', 'Adventure', 'RPG', 'Simulation']",Endless Sky,2015,0.0,404410,Michael Zahniser
4291,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",The Official AppGameKit Tutorial Guide Vol 1,2015,119.99,345720,"Digital Skills,The Game Creators"
4292,"['Action', 'Adventure', 'RPG', 'Simulation']",Endless Sky - High DPI,2015,0.0,404800,Michael Zahniser
4293,"['Action', 'Adventure']",The Binding of Isaac: Afterbirth,2015,10.99,401920,"Nicalis, Inc.,Edmund McMillen"
4294,"['Action', 'Casual', 'Indie', 'Sports']",Lighthockey,2015,1.99,406300,Aries-Lenov
4295,"['Casual', 'Indie']",Vertigo Void,2016,4.99,410440,"James de Silva,Matthew Sanders"
4296,"['Action', 'Indie', 'Strategy']",Bit Shifter OST - Shift Into Cyberspace,2015,4.99,415580,Plastic Games
4297,"['Simulation', 'Sports']",Euro Fishing,2015,19.99,314520,Dovetail Games
4298,"['Adventure', 'Indie', 'Simulation', 'Strategy']",The Living Dungeon,2015,12.99,362290,RadiationBurn
4299,"['Indie', 'RPG', 'Strategy']",Voidspire Tactics,2015,14.99,415920,Rad Codex
4300,"['Adventure', 'Casual', 'Simulation']",Brilliant Shadows - Part One of the Book of Gray Magic,2015,6.99,409920,Ithaqua Labs
4301,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",STAR-BOX: Dark Hack,2015,0.99,415730,Michael Flynn
4302,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Dream Factory,2015,9.99,408440,The Tambourine
4303,"['Simulation', 'Strategy']",Anno 2205™ - Season Pass,2015,19.99,416480,Blue Byte
4304,['Indie'],The Last NightMary - A Lenda do Cabeça de Cuia,2015,3.99,407300,Submersivo Game Studio
4305,"['Simulation', 'Strategy']",Anno 2205™,2015,39.99,375910,Blue Byte
4306,"['Action', 'Casual', 'Indie', 'RPG']",Space - The Return Of The Pixxelfrazzer,2015,2.99,385100,Sørb
4307,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Your Quest,2015,0.0,416030,Oblivionburn Productions
4308,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Male Sci-fi,2015,5.99,409257,Overhead Games
4309,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Elf Male,2015,7.99,409192,Overhead Games
4310,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Human Male,2015,4.99,409190,Overhead Games
4311,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Human Female,2015,4.99,409191,Overhead Games
4312,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Modern Female,2015,8.99,409240,Overhead Games
4313,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Modern Male,2015,8.99,409204,Overhead Games
4314,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Ork Male,2015,4.99,409194,Overhead Games
4315,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",Megatect,2015,7.99,369270,Timedrop Studios
4316,"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",AoF Chess Club 2.0,2015,1.99,385020,NSE Circuit
4317,['Simulation'],TS Marketplace: EWS CEA Covered Hopper Wagon Pack,2015,4.99,326013,Fastline Simulation
4318,"['Action', 'Casual', 'Indie']",Car Washer: Summer of the Ninja,2015,4.99,369360,Pen and Sword Games
4319,"['Indie', 'Strategy']",Dungeon Warfare,2015,9.99,355980,Valsar
4320,"['Action', 'Adventure', 'Casual', 'Indie']",Hope in Hell,2015,2.99,410040,Emeryon games
4321,"['Action', 'Indie']",Knight of the Hamsters Soundtrack,2015,1.99,344970,Johnny Death Games
4322,['Simulation'],TS Marketplace: Loadhaul CEA Covered Hopper Wagon Pack,2015,4.99,326014,Fastline Simulation
4323,"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Carnotaurus Expansion Pack,2015,0.99,408101,ANPA.US
4324,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",Throbax TD,2015,2.99,341570,Unterrainer Informatik OG
4325,"['Action', 'Casual', 'Indie']",FIREFIGHT RELOADED,2015,0.0,397680,"Bitl,Cobalt-57"
4326,['Action'],Mushihimesama V1.5,2015,4.99,387920,"CAVE Interactive CO.,LTD."
4327,['Action'],Mushihimesama OST,2015,4.99,387921,"CAVE Interactive CO.,LTD."
4328,"['Action', 'Adventure']",Call of Duty®: Black Ops III,2015,59.99,311210,Treyarch
4329,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Rogue Harvest,2015,4.99,409490,Genetix Studio
4330,['Simulation'],TS Marketplace: VCA 45t GLW 2 axle vans Wagon Pack,2015,4.99,326015,Fastline Simulation
4331,"['Adventure', 'Indie']",Swordbreaker The Game,2015,2.99,411760,DuCats Games Studio
4332,"['Indie', 'RPG', 'Strategy']",The Fall of the Dungeon Guardians - Enhanced Edition,2015,19.99,409450,Mana Games
4333,"['Action', 'Adventure', 'Indie', 'RPG']",The Incredible Adventures of Van Helsing: Final Cut,2015,44.99,400170,NeocoreGames
4334,"['Action', 'Adventure']",Call of Duty®: Black Ops III - Season Pass,2015,49.99,366843,Treyarch
4335,['Strategy'],Krosmaster Arena,2015,0.0,329790,Ankama Studio
4336,['Strategy'],Krosmaster - Air Element Pack,2015,0.0,401460,Ankama Studio
4337,['Strategy'],Krosmaster - Fire Element Pack,2015,0.0,401440,Ankama Studio
4338,"['Casual', 'Strategy']",Garden Rescue: Christmas Edition,2015,3.99,418160,Rainbow Games
4339,['Strategy'],Krosmaster - Earth Element Pack,2015,0.0,401470,Ankama Studio
4340,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",FortressCraft Evolved!,2015,12.99,254200,ProjectorGames
4341,['Strategy'],Krosmaster - Elite Pack,2015,0.0,401430,Ankama Studio
4342,"['Action', 'Casual', 'Strategy']",Cluck Yegger in Escape From The Planet of The Poultroid,2015,2.99,416800,Guys From Andromeda LLC
4343,"['Action', 'Adventure', 'Indie', 'Early Access']",Shut Up And Dig,2015,4.99,414070,"Evgeny Shcherbakov,Matvey Sakharovskiy"
4344,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Flying Tigers: Shadows Over China - Paradise Island,2015,4.99,414360,ACE MADDOX
4345,"['Action', 'Indie', 'RPG', 'Early Access']",Magician's Apprentice,2015,0.0,397360,Kosek.com
4346,['Simulation'],FSX: Steam Edition - Embraer E-Jets 175 & 195 Add-On,2015,24.99,364324,FeelThere
4347,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Astral Terra,2015,14.99,266190,Tethys Interactive LLC
4348,"['Casual', 'Simulation']",Rocksmith® 2014 – Rancid - “Ruby Soho”,2015,2.99,390384,Ubisoft - San Francisco
4349,"['Casual', 'Simulation']",Construction Simulator 2015: Liebherr LR 1300,2015,4.99,359790,weltenbauer. Software Entwicklung GmbH
4350,"['Casual', 'Simulation']",Rocksmith® 2014 – Rancid - “Maxwell Murder”,2015,2.99,390386,Ubisoft - San Francisco
4351,"['Casual', 'Simulation']",Rocksmith® 2014 – Rancid - “Time Bomb”,2015,2.99,390385,Ubisoft - San Francisco
4352,"['Casual', 'Simulation']",Rocksmith® 2014 – Rancid - “Fall Back Down”,2015,2.99,390387,Ubisoft - San Francisco
4353,"['Action', 'Adventure', 'Indie']",Dispatcher,2015,4.99,341980,CivilSavages
4354,"['Casual', 'Simulation']",Rocksmith® 2014 – Rancid Song Pack,2015,9.99,390388,Ubisoft - San Francisco
4355,"['Indie', 'Simulation', 'Strategy']",The Last Federation - The Lost Technologies,2015,6.99,414310,"Arcen Games, LLC"
4356,"['Casual', 'Indie', 'Strategy']",Evil Defenders,2015,9.99,412520,CP Decision
4357,"['Action', 'Adventure', 'Indie']",Kero Blaster,2015,9.99,292500,Studio Pixel
4358,"['Adventure', 'Indie']",The Forgotten Forest,2015,0.99,410050,Dylan Wentz
4359,"['Action', 'Indie']",Chronoclysm,2015,4.99,368690,Zed-ex
4360,"['Adventure', 'Casual']",Showing Tonight: Mindhunters Incident,2015,1.99,416370,phime studio LLC
4361,"['Action', 'Adventure', 'Casual', 'Indie']",Parallels,2015,4.99,412370,RisingHigh
4362,"['Indie', 'RPG', 'Strategy']",The Windsor Pack,2015,3.99,407451,Dreadbit
4363,"['Casual', 'Indie']",iso-Sphere,2015,1.99,414060,Mighty Fox Studio
4364,"['Action', 'Adventure', 'Indie']",Uriel's Chasm 2: את,2015,4.99,414580,Rail Slave Games
4365,"['Indie', 'RPG', 'Strategy']",The Stirling Pack,2015,3.99,407450,Dreadbit
4366,"['Action', 'Indie', 'Simulation', 'Strategy']",A.I. Invasion - Road of Rodan,2015,1.99,412900,GameArt Studio GmbH
4367,"['Action', 'Indie', 'Racing']",Soundtrack: The Invitation to HAVEN,2015,2.99,417080,Reminisce
4368,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",Fringes of the Empire,2015,19.99,402970,Lost Astronaut Studios
4369,"['Action', 'Indie']",ROOT,2015,9.99,393610,Skunkape Interactive
4370,"['Casual', 'Indie', 'Strategy']",Fuego!,2015,4.99,356100,radiostatic
4371,"['Massively Multiplayer', 'Strategy']",Steam Pack,2015,0.0,407800,Light Vision Interactive
4372,"['Massively Multiplayer', 'Strategy']",Universal Pack,2015,0.0,410450,Light Vision Interactive
4373,['Simulation'],FSX: Steam Edition - FS Academy: On Instruments,2015,19.99,379554,Test Pilot
4374,['Action'],Circuit Breakers,2015,6.99,390870,Triverske
4375,"['Indie', 'Strategy']",Rise: Battle Lines,2015,5.99,386350,The Secret Games Company
4376,"['Action', 'Indie', 'RPG', 'Simulation']",Life is Feudal: Your Own,2015,39.99,290080,Bitbox Ltd.
4377,"['Casual', 'Indie', 'Simulation', 'Strategy']",Loot Hound™,2015,8.99,411680,Rhizome Games™
4378,"['Action', 'Indie']",Odallus: Red Gargoyle Skin,2015,0.99,366122,JoyMasher
4379,"['Action', 'Indie']",Odallus: Vampire Hunter Skin,2015,0.99,366120,JoyMasher
4380,"['Action', 'Indie']",Odallus: Royal Knight Skin,2015,0.99,366121,JoyMasher
4381,"['Casual', 'Simulation']",Rocksmith® 2014 – Bachsmith II,2015,5.99,390389,Ubisoft - San Francisco
4382,"['Casual', 'Indie', 'Strategy', 'Early Access']",March of War: FaceOff - XL,2015,0.0,418110,ISOTX
4383,['Adventure'],AGON - The Mysterious Codex (Trilogy),2006,9.99,410120,Private Moon Studios
4384,"['Adventure', 'Indie', 'RPG', 'Strategy']",Hard West Soundtrack,2015,9.99,419040,CreativeForge Games
4385,['Strategy'],Krosmaster - Goultard Pack,2015,0.0,420320,Ankama Studio
4386,"['RPG', 'Strategy']",Endless Legend™ - Forges of Creation Update,2015,0.0,415720,AMPLITUDE Studios
4387,['Adventure'],AGON - The Lost Sword of Toledo,2008,9.99,410130,Private Moon Studios
4388,"['RPG', 'Strategy']",Endless Legend™ - The Lost Tales,2015,1.99,415710,AMPLITUDE Studios
4389,"['RPG', 'Strategy']",Mordheim: City of the Damned,2015,39.99,276810,Rogue Factor
4390,"['RPG', 'Strategy']",Endless Legend™ - Echoes of Auriga,2015,2.99,415700,AMPLITUDE Studios
4391,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: The Fiddler's Lament,2015,4.99,420731,"SmiteWorks USA, LLC"
4392,['Indie'],Demented - Soundtrack,2015,0.99,421200,VisualTech48
4393,"['Indie', 'RPG']",Celestial Tear: Demon's Revenge,2015,5.99,385190,"White Guardian Studios, LLC"
4394,"['Casual', 'Indie', 'Simulation']",True Lover's Knot,2015,6.99,416630,Sapphire Dragon Productions
4395,"['Simulation', 'Sports', 'Strategy']",Club Manager 2016,2015,19.99,407190,Big Blaze
4396,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: The Murmuring Fountain,2015,4.99,420730,"SmiteWorks USA, LLC"
4397,"['Action', 'Indie']",Mayan Death Robots,2015,6.99,347470,Sileni Studios
4398,"['Action', 'Adventure', 'Indie', 'Early Access']",Bitardia,2015,4.99,405010,varlamov5264
4399,"['Adventure', 'Early Access']",The Lost Island,2015,9.99,416260,Finalspark Gamestudios
4400,['Strategy'],Chronostorm: Siberian Border,2009,0.99,361890,Ulysses Games
4401,"['Action', 'Adventure', 'Casual', 'Indie']",Osteya,2015,7.99,402980,MetalBear
4402,"['Indie', 'RPG']",Cardinal Quest 2,2015,14.99,378030,Randomnine Ltd
4403,"['Adventure', 'Indie', 'Early Access']",Rothschild: The Sheep Will Wake,2015,9.99,413490,Loudpak Studios
4404,"['Indie', 'Simulation']",Gender Bender DNA Twister Extreme,2014,24.99,321060,Transcendent Games
4405,['Massively Multiplayer'],Metal Reaper Online - Special Reinforce Package,2015,0.0,411410,N2Games
4406,['Massively Multiplayer'],Metal Reaper Online - Boss Summon Package,2015,0.0,413000,N2Games
4407,['Massively Multiplayer'],Metal Reaper Online - Military Package,2015,0.0,413001,N2Games
4408,['Strategy'],Jurassic Island: The Dinosaur Zoo,2015,3.99,378420,FrameLineNetwork
4409,"['Adventure', 'Indie']",Oddworld: Abe's Oddysee - Official Soundtrack,2015,4.99,400780,"Oddworld Inhabitants, Inc."
4410,"['Action', 'Indie', 'RPG']",One More Dungeon,2015,4.99,415030,Stately Snail
4411,"['Adventure', 'Indie']",Oddworld: New 'n' Tasty - Official Soundtrack,2015,4.99,391880,"Oddworld Inhabitants, Inc."
4412,"['Adventure', 'Indie']",Chariot Royal Gadget Pack,2015,2.99,396520,Frima Studio
4413,"['Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Cornucopia Pack,2015,0.0,421760,Fishing Planet LLC
4414,"['Casual', 'Indie']",Mass Vector,2015,5.99,411070,Moving Pixel Games
4415,"['Action', 'Adventure', 'RPG']",FIVE: Guardians of David,2015,9.99,387010,Kingdom Games
4416,['Software Training'],Professor Teaches QuickBooks 2016,2015,14.99,418290,Individual Software
4417,"['Action', 'Adventure', 'Indie', 'Strategy']",Tidal Affair: Before The Storm,2015,9.99,396930,Overcurfew
4418,"['Action', 'Adventure', 'Indie', 'Strategy']",Before The Storm Soundtrack,2015,6.99,422280,Overcurfew
4419,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",RC Simulation 2.0,2015,14.99,381750,devotid
4420,['Action'],Strania - The Stella Machina -,2015,14.99,407380,G.rev Ltd.
4421,"['Adventure', 'Indie']",The Cat Lady Album (Music From The Video Game),2015,3.99,395460,Harvester Games
4422,['Action'],Saint Seiya: Soldiers' Soul,2015,49.99,348710,DIMPS
4423,['Indie'],BAD END,2015,1.99,415850,Arai Koh Create Office
4424,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - Vortex Chip Set,2015,2.99,342600,VooFoo Studios Ltd
4425,"['Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Быстрый старт,2015,0.0,417190,Aratog LLC
4426,"['Racing', 'Simulation', 'Sports']",FIM Speedway Grand Prix 15,2015,24.99,348820,SoftPlanet
4427,"['Action', 'Adventure']","Just Cause™ 3 DLC: Air, Land & Sea Expansion Pass",2015,24.99,401850,Avalanche Studios
4428,"['Action', 'Adventure']",Just Cause™ 3,2015,49.99,225540,Avalanche Studios
4429,"['Adventure', 'Indie', 'Simulation']",Astrox: Hostile Space Excavation,2015,9.99,414720,Jace Masula
4430,"['Action', 'Indie']",Wonky Pigeon!,2015,4.99,364710,Carlotta Tatti
4431,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Monkey King Saga,2015,4.99,417350,T-Rex Games
4432,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Monaco Soundtrack by Austin Wintory,2013,4.99,416920,Pocketwatch Games
4433,"['Action', 'Indie']",Soundtrack,2015,2.99,411110,Ink Stains Games
4434,"['Casual', 'Simulation']",Rocksmith® 2014 – Skillet - “Monster”,2015,2.99,390396,Ubisoft - San Francisco
4435,"['Casual', 'Simulation']",Rocksmith® 2014 – Skillet - “Hero”,2015,2.99,390397,Ubisoft - San Francisco
4436,"['Casual', 'Simulation']",Rocksmith® 2014 – Skillet - “Awake and Alive”,2015,2.99,390398,Ubisoft - San Francisco
4437,"['Casual', 'Simulation']",Rocksmith® 2014 – Skillet Song Pack,2015,7.99,390399,Ubisoft - San Francisco
4438,"['Casual', 'Simulation']",Rocksmith® 2014 – Band of Merrymakers - “Must Be Christmas”,2015,2.99,390400,Ubisoft - San Francisco
4439,"['Casual', 'Simulation']",Rocksmith® 2014 – Band of Merrymakers - “Joy to the World”,2015,2.99,390401,Ubisoft - San Francisco
4440,"['Simulation', 'Sports']",Eastside Hockey Manager,2015,19.99,301120,Sports Interactive
4441,"['Indie', 'Simulation', 'Strategy']",Valhalla Hills,2015,19.99,351910,Funatics Software
4442,"['Indie', 'Simulation', 'Strategy']",Valhalla Hills: Two-Horned Helmet Edition,2015,29.99,394340,Funatics Software
4443,"['Action', 'Indie']",Last Horizon OST,2015,4.99,424950,Pixeljam
4444,"['Indie', 'RPG', 'Simulation']",The Light Empire,2015,5.99,416220,Jemy
4445,"['Adventure', 'Casual', 'Indie']",Lowglow,2015,7.99,405950,Rockodile
4446,"['Indie', 'RPG', 'Strategy']",Immortal Empire,2015,0.0,344190,Tactic Studios Inc.
4447,['Simulation'],FSX: Steam Edition - Skychaser Add-On,2015,19.99,379564,Dovetail Games
4448,['Strategy'],COH 2 - British Commander: Vanguard Operations Regiment,2015,3.99,260291,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
4449,['Strategy'],COH 2 - British Commander: Special Weapons Regiment,2015,3.99,260293,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
4450,['Strategy'],COH 2 - British Commander: Tactical Support Regiment,2015,3.99,260292,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
4451,"['Action', 'Adventure', 'RPG']",ReVen: XBridge Soundtrack,2015,4.99,425100,Varia Games
4452,"['Casual', 'Indie']",The BoX - OST,2015,4.99,424800,White Clover Worlds
4453,"['Action', 'Casual', 'Indie']",Death Goat Soundtrack Vol. 1,2015,6.99,417770,Terminal Press
4454,['Action'],DARIUSBURST Chronicle Saviours,2015,49.99,377870,Pyramid
4455,"['Action', 'Adventure', 'Simulation', 'Early Access']",Hurtworld,2015,24.99,393420,Bankroll Studios
4456,"['Adventure', 'Indie']",An Octave Higher - Extended Soundtrack,2015,2.99,415431,Kidalang
4457,"['Adventure', 'Indie']",An Octave Higher - Basic Soundtrack,2015,0.0,415430,Kidalang
4458,"['Racing', 'Simulation', 'Sports']",MotoGP™15: Season Pass,2015,14.99,374810,Milestone S.r.l.
4459,"['Action', 'Casual', 'Indie']",Beatbuddy: On Tour - Original Soundtrack,2015,3.99,412980,Threaks
4460,"['Adventure', 'Indie', 'RPG', 'Strategy']",Into the Void,2015,4.99,420270,Mozg Labs
4461,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Threads of Destiny,2015,2.99,424870,Warfare Studios
4462,"['Casual', 'Indie']",Reveal The Deep,2015,0.99,411560,Lazy Monday Games
4463,"['Adventure', 'Indie', 'RPG', 'Simulation']",Our Love Will Grow - Farmer's Handbook,2015,1.99,425130,John Wizard
4464,['Action'],HELLDIVERS™ - Demolitionist Pack,2015,2.99,395235,Arrowhead Game Studio
4465,['Action'],HELLDIVERS™ - Hazard Ops Pack,2015,2.99,395236,Arrowhead Game Studios
4466,['Action'],HELLDIVERS™ - Specialist Pack,2015,2.99,395237,Arrowhead Game Studios
4467,['Action'],HELLDIVERS™ - Weapons Pack,2015,2.99,395238,Arrowhead Game Studios
4468,['Action'],HELLDIVERS™ - Entrenched Pack,2015,2.99,396170,Arrowhead Game Studios
4469,['Action'],HELLDIVERS™ - Terrain Specialist Pack,2015,2.99,396172,Arrowhead Game Studios
4470,['Action'],HELLDIVERS™ - Precision Expert Pack,2015,2.99,396173,Arrowhead Game Studios
4471,"['Indie', 'RPG', 'Simulation']",Wild Season,2015,16.99,328220,Quickfire Games
4472,['Action'],HELLDIVERS™ - Pistols Perk Pack,2015,2.99,396171,Arrowhead Game Studios
4473,['Action'],HELLDIVERS™ - Vehicles Pack,2015,3.99,395239,Arrowhead Game Studios
4474,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Survive Me Miolhr,2016,9.99,418430,Miolhr SM
